课程：计算机网络
来源ID：source_05e11028da
切片数：1431
转写字符数：1298239
课程名称：计算机网络
录播ID：29169
学年：2025-2026
学期：春季
来源URL：https://course.ynu.edu.cn/learn/videoreview/2cb25efa8cb34dfa97767a0e2c986b15?id=29169&schoolYear=2025-2026&semester=春季

===== 课堂语音转写 =====

--- 1 / 5 / 00:00:35 - 00:03:26 ---
[00:00:35] 签个到，
[00:25:26] 所以从第六版还第七版开始的话，
[00:25:28] 我们的教材的话，
[00:25:29] 就把这个网络层的话分作了两层，
[00:25:31] 一个数据平面，
[00:25:33] 一个是控制平面，
[00:25:34] 两个层面的话来讲这个网络层，
[00:25:36] 那后边我们在授课的时候，
[00:25:38] 我们因为大家同学的话，
[00:25:40] 可能后续SDN的技术的话，
[00:25:43] 实际上用的也不是太多，
[00:25:44] 所以说我们最后假设的话，
[00:25:46] 会把第四章和第五章它里边核心的内容的话，
[00:25:49] 还是合作一张，
[00:25:50] 把这一张的话作为第四章的话来给大家做介绍，
[00:25:54] 好，
[00:25:54] 那第六章的话，
[00:25:55] 可能在我们后面讲课的时候，

--- 1 / 5 / 00:25:57 - 00:27:19 ---
[00:25:57] 就第五章内容讲这一个，
[00:25:59] 数据流层和对应的这个局域网，
[00:26:02] 好，
[00:26:03] 那就是我们章节的这样一个构成，
[00:26:05] 那大家有一个基本的认识，
[00:26:08] 好，
[00:26:08] 那接下来的话，
[00:26:09] 我们正式进入到这个计算机网络的这个知识点的这样一个学习。
[00:26:13] 及我们先看第一章内容，
[00:26:15] 计算机网络概述，
[00:26:16] 那书上的这个标题的话是这个计算机网络和因特网，
[00:26:22] 那它主要是讲计算机网络里边的这样一些相关技术，
[00:26:26] 那讲相关技术的话，
[00:26:27] 一定要落到实处说，
[00:26:29] 主要是拿这个英特网全球互联的这个计算机网络的话来作为对象的话，
[00:26:35] 来加以这个讲解，
[00:26:36] 所以我们这三的话，
[00:26:37] 主要了解一下计算机网络基本的这样一个术语概念，
[00:26:41] 然后的话掌握计算机网络运行的基本的原理，
[00:26:45] 为后续章节的开展文化奠定基础，
[00:26:48] 那这三里边我们要主要讲的内容的话，
[00:26:50] 主要是这些内容，
[00:26:52] 那首先的话，
[00:26:52] 我们要认识一下这个Internet，
[00:26:55] 认识一下这个互联网，
[00:26:57] 然后在互联网里边我们看一下它主要是有哪些元素来构成，
[00:27:01] 然后有些什么样的特性，
[00:27:03] 和这个普通的网络有什么区别，
[00:27:05] 那第二的话，
[00:27:06] 我们来认识一下这个协议，
[00:27:08] 那我们的计算机网络是一个非常庞大的一个系统，
[00:27:11] 它里边有数以亿计的这样。
[00:27:13] 等设备运行在里边，
[00:27:15] 那在社会的话，
[00:27:16] 如何有序的正常的良好的运转，

--- 1 / 5 / 00:27:19 - 00:28:38 ---
[00:27:19] 那它有赖于通过网络这的协议来进行规范，
[00:27:23] 那我们通过网络协议来制定出相应的规则，
[00:27:27] 然后来约束使用网络的这样一些行为，
[00:27:30] 所以说我们在这个单据里边，
[00:27:31] 我们需要认识一下什么是协议，
[00:27:33] 什么是对应的这样接网络这样一个协议，
[00:27:36] 好，
[00:27:37] 那通过这一点杨小菊的话，
[00:27:39] 我们来全面的认识一下，
[00:27:42] 对计算机网络的话有一个初步的认识，
[00:27:44] 那接下来的话，
[00:27:45] 我们从三个角度，
[00:27:47] 网络的边缘，
[00:27:48] 网络的核心和接入化这三个层级的话来认识一下，
[00:27:53] 更深入的认识一下计算机网络，
[00:27:55] 看一下计算机网络里边它的主要的这样一些设备是哪些，
[00:27:59] 然后主要用到技术有哪些技术，
[00:28:02] 然后帮助大家对计算机网络的话，
[00:28:04] 有一个初步的这样一个框架的这样一个认识，
[00:28:07] 好，
[00:28:07] 那这个过程里的话，
[00:28:09] 还涉及到一个对应的SP的这样一个结构。
[00:28:12] 那么我们看到这。
[00:28:13] 一个计算机的这样一个因特网的话，
[00:28:16] 它是一个非常庞大的网络，
[00:28:18] 它里边涵盖了众多的数以亿计的设备，
[00:28:21] 但这设备的话，
[00:28:22] 并不知道他要和另外的设备的话要进行连化，
[00:28:26] 那他肯定是先局部来组网，
[00:28:28] 组一个小的网络，
[00:28:29] 然后每个局部组的小的网络以后，
[00:28:31] 网络和网络的话也不断的连在一起，
[00:28:34] 从话最终的话，
[00:28:35] 比如说从一个学校扩展到一个市，
[00:28:37] 再扩展一个省，

--- 1 / 5 / 00:28:38 - 00:30:04 ---
[00:28:38] 再扩展到一个国家，
[00:28:40] 再扩展到整一个世界的国家妇联，
[00:28:43] 那这个过程里边如何层层的来实现这一个全球互联的这个网络的构建，
[00:28:49] 那我们需要来了解一下，
[00:28:51] 因特网里边对应的SP的这样一个构成，
[00:28:55] 好，
[00:28:56] 那到这个层级以后，
[00:28:57] 我们对于整一个计算机网络应该有一个比较清晰的认识，
[00:29:01] 能够知道整个计算机网络里边有哪些重要的核心来构成的计算机网络，
[00:29:06] 那么我们对于计算机网络的话，
[00:29:08] 还需要从另外一个角度，
[00:29:10] 从定量和定性的角度的话来认识一下。
[00:29:13] 这个计算机网络，
[00:29:14] 那我们怎么来评估整一个计算机网络，
[00:29:17] 它的性能是怎么样的，
[00:29:19] 这个网络的话是否是比较适宜你当前的网络应用到，
[00:29:22] 那我们需要来了解一些相应的这个性能指标，
[00:29:25] 这指标的话主要是包含了这样几块内容，
[00:29:28] 一块的话就是数据的丢包率，
[00:29:30] 一个的话是对应的它的这样一个传输的延迟，
[00:29:33] 还有话它对应的吞，
[00:29:35] 对应的网络的吞吐量，
[00:29:37] 以及相应的网络的传输速度等等如何来进行计算，
[00:29:40] 所以我们在这章里边还涉及到一小部分的计算的这样一个问题，
[00:29:45] 就是说给你一个对应的网络这样一些环境，
[00:29:47] 然后让你来自己估算出来当前你的这样一些网络传输的这些路里边，
[00:29:52] 到底它的传输时延会达到多少，
[00:29:54] 它的传输的最高的传输的速率能够达到多少，
[00:29:58] 那这些的话，
[00:29:59] 会有一小部分的简单的计算的题目的话，
[00:30:02] 会在性能的这个部分的话，

--- 1 / 5 / 00:30:04 - 00:31:18 ---
[00:30:04] 需要大家掌握如何来进行计算好，
[00:30:07] 那最后的话，
[00:30:08] 我们这个章节里边比较核心的部分内容的话，
[00:30:10] 就是大家的认识要掌握对。
[00:30:13] 有计算机网络这样一个协议的层次，
[00:30:16] 那我们看一下，
[00:30:17] 那我们在众多的计算机网络里边，
[00:30:19] 它有很多的这样一些协议，
[00:30:22] 这些协议共同支撑了整个计算机网络一个有序的这样一个运转，
[00:30:26] 那我们现在的话，
[00:30:27] 每个网络协议都有它自己单独的这样一个作用，
[00:30:30] 然后的话提供了实现了计算机网络的某一块的这个功能，
[00:30:35] 那在整体的话，
[00:30:36] 构造出复杂的计算机网络来，
[00:30:38] 那我们现在的话，
[00:30:39] 就针对于这样一个网络，
[00:30:40] 它在实现了这样一些不同的这样一些功能的话，
[00:30:44] 给它做一个协议的分层，
[00:30:45] 从而把整个复杂的系统文化给它拆解成为层次的这样一个结构，
[00:30:50] 然后的话，
[00:30:51] 我们在每个层次结构里边，
[00:30:52] 我们就看一下，
[00:30:53] 它如何通过对应的分层的这样一个模型的话，
[00:30:57] 要整一个计算机网络的话，
[00:30:59] 加以这个实现，
[00:31:00] 然后层与层之间的话，
[00:31:01] 如何来形同工作，
[00:31:03] 那大家了解一下，
[00:31:05] 对于这样一些服务的这样一些模型，
[00:31:07] 好，
[00:31:07] 那就是整体的这个三级给大家讲的内容，
[00:31:11] 那最后的话会学习一下。
[00:31:13] 这样一种网络，
[00:31:14] 这样一个历史，
[00:31:15] 那历史的话，
[00:31:16] 因为计算机网络并不是从无到有，

--- 1 / 5 / 00:31:18 - 00:32:36 ---
[00:31:18] 立马就发展到现在阶段的，
[00:31:20] 他也是在计算机出现以后，
[00:31:23] 伴随着通信技术，
[00:31:24] 传输技术的不断的加入以后的话，
[00:31:27] 最终形成了现有的这样一个计算机网络，
[00:31:29] 那我们的计算机网络的话，
[00:31:31] 也是经历了多个大的阶段的话，
[00:31:33] 才发展到目前这个阶段，
[00:31:35] 所以我们在最后的话，
[00:31:37] 我们抽出一小点时间来对于计算机网络发展的历史的话，
[00:31:41] 简要给大家做一下介绍，
[00:31:44] 好那这是第一章呢，
[00:31:46] 我们主要给大家讲的内容，
[00:31:47] 那首先的话，
[00:31:48] 我们先来认识一下这个因特网，
[00:31:51] 或者认识一下这个互联网，
[00:31:53] 好那我们来看一下计算机网络基本的定义和这个结构，
[00:31:57] 那说到网络的话，
[00:31:59] 大家都非常熟悉这个词汇了，
[00:32:02] 那在除了计算机领域以外的话，
[00:32:04] 在很多领域里边都存在着网络，
[00:32:07] 那我们这个实际上体会最深的话，
[00:32:10] 实际上就是社交的一个网络，
[00:32:12] 人类这个网络。
[00:32:13] 那我们看到，
[00:32:15] 我们一个社交网络话，
[00:32:16] 我们一个人认识其他的人，
[00:32:18] 其他人在这个过程里边，
[00:32:20] 我们通常的话是通过比如说亲属关系，
[00:32:23] 通过同学，
[00:32:24] 通过朋友，
[00:32:25] 然后一个人认识另外一个人，
[00:32:27] 另外一个人又认识下一个人，
[00:32:28] 然后这样层层的互相介绍的话，
[00:32:30] 最终形成了你的这样一个社交网络，
[00:32:33] 那同样的我们的一个计算机网络的话，

--- 1 / 5 / 00:32:36 - 00:33:51 ---
[00:32:36] 也是按照这种方式化不断延伸出来的，
[00:32:38] 所有的网络结构的话，
[00:32:40] 基本上都是一样的，
[00:32:41] 那都是通过这样一个构成，
[00:32:44] 那它一定是有一个对应的节点，
[00:32:46] 然后的话，
[00:32:47] 再通过相应的边，
[00:32:48] 那建立他们的联系，
[00:32:50] 然后再通过对应的边再和下一个节点建立联系，
[00:32:54] 那这样不断的这样一个节点和边的话建立起来，
[00:32:57] 那就形成了最终的网状的这样一个结构，
[00:32:59] 那所有网都是这样的，
[00:33:01] 那计算机网络也同样是这样的，
[00:33:03] 那我们来看一下计算机网络的一个这个基本的一个构成，
[00:33:07] 那首先的话，
[00:33:08] 我们认识到计算机网络在诞生的时候的话，
[00:33:11] 它就是一个计算机的一个集合。
[00:33:13] 所以话，
[00:33:14] 在这个网络里边，
[00:33:15] 最为核心的要素的话，
[00:33:17] 就是计算机的这样一个设备，
[00:33:19] 构成了它的这样一个基本的元素，
[00:33:22] 那这些计算机的这样一个集合，
[00:33:24] 并不是把计算机堆在一起的话，
[00:33:26] 就是一个计算机的网络了，
[00:33:28] 那它是有这样一些特性的，
[00:33:30] 那首先的话，
[00:33:31] 在计算机的网络是计算机之间，
[00:33:33] 那比如说我们把一个节点的话，
[00:33:35] 看到一台的计算机，
[00:33:37] 他看多一台的计算机，
[00:33:38] 那有多台计算机，
[00:33:40] 它要互联在一起，
[00:33:41] 二复连带一起，
[00:33:45] 要对连在一起，
[00:33:47] 那他之间的话，
[00:33:48] 肯定要通过对应的传输介质把它联系在一起，

--- 1 / 5 / 00:33:51 - 00:35:13 ---
[00:33:51] 那通过对应的交换机录交换机的这些设备把它复联在一起，
[00:33:56] 那一定是有对应的传输介质来把它复联在一起的，
[00:33:59] 通过通信电路把它连接在一起，
[00:34:02] 好，
[00:34:03] 第二个的话就是我们为什么要把这样一些计算机把它复联在一起呢？
[00:34:07] 那一定是有他的目的的，
[00:34:09] 那计算机诞生以后，
[00:34:11] 我们在计算机里边安装了操作系统。
[00:34:13] 然后我们安装了对应的应用程序，
[00:34:15] 那在这个过程里边产生了一些对应的数据，
[00:34:18] 那希望这些数据的话和其他的电脑的话，
[00:34:21] 能够相应的进行传输，
[00:34:23] 进行对应的传递，
[00:34:25] 那这个过程里面就天然有这样一些共享的这样一些需求，
[00:34:29] 所以啊，
[00:34:29] 现机网络的诞生，
[00:34:31] 就是由于我们需要让不同的计算机之间的话来共享资源，
[00:34:36] 以共享资源作为目标，
[00:34:37] 然后来构建了这样一个计算机的这个网络，
[00:34:40] 那我们后面的话，
[00:34:41] 学习计算机网络历史的时候，
[00:34:43] 我们会看到，
[00:34:44] 阿帕者的话，
[00:34:45] 它的诞生，
[00:34:46] 计算机网络鼻祖阿帕代诞生的话，
[00:34:48] 就是因为在实验室里边不同的这些科学家希望把对应的每台电脑上的这些数据的话来进行共享，
[00:34:56] 那他不希望，
[00:34:57] 通过对应的这样一些，
[00:34:59] 比如说最早的磁盘或者磁带，
[00:35:02] 然后一个一个来进行这样这个拷贝，
[00:35:04] 那是非常麻烦的，
[00:35:05] 他希望能够有个传输介质，
[00:35:08] 把它连在一起，
[00:35:09] 然后能够直接基于传输记者的话就能够来共享。

--- 1 / 5 / 00:35:13 - 00:36:29 ---
[00:35:13] 资源，
[00:35:14] 那我们看到计算机网络，
[00:35:16] 它是计算机的集合，
[00:35:17] 那它通过链路连在一起，
[00:35:19] 然后以共享资源为目标，
[00:35:21] 那这资源里边包含一系列内容，
[00:35:24] 比如说计算机的硬件资源，
[00:35:26] 软件资源，
[00:35:27] 信息数据资源，
